"","X1","id","Data.source.citation","Class","Order","Family","Genus","Species","Sub.species","Authority","Common.Name","Location.of.population","Country.list","Region","Are.coordinates.for.specific.location.","system","biome","realm","Native","Alien","Invasive","Units","Sampling.method","Data.transformed","year","pop"
"1445",860,5897,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Mean no. of Tracks per 100m transect","Observation line (transect)","No",2006,NA
"1446",2424,5898,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Tracks per 100m transect per 24 recordings","Observation line (transect)","No",2006,NA
"1447",9306,10732,"Kurki, S., A. Nikula, et al. (1998). Abundances of red fox and pine marten in relation to the composition of boreal forest landscapes. Journal of Animal Ecology 67(6): 874-886.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Central Finland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track density (10kmŒ¿Œ_ 24h Œ¿Œ_ )","Finnish wildlife-triangle method - winter snow tracking census","No",2006,NA
"1448",9307,10733,"Kurki, S., A. Nikula, et al. (1998). Abundances of red fox and pine marten in relation to the composition of boreal forest landscapes. Journal of Animal Ecology 67(6): 874-886.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Southern Finland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track density (10kmŒ¿Œ_ 24h Œ¿Œ_ )","Finnish wildlife-triangle method - winter snow tracking census","No",2006,NA
"1449",9318,11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus 1758","Red fox","100km2 area in Southern Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",2006,NA
"1450",9319,11490,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",2006,NA
"1451",9320,11491,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Central Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",2006,NA
"1452",10002,11479,"Goszczyí±ski, J., M. Misiorowska, et al. (2008). Changes in the density and spatial distribution of red fox dens and cub numbers in central Poland following rabies vaccination. Acta Theriologica 53(2): 121äóñ127.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Rogí_w, Central Poland","Poland","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Mean density (number of  individuals per km2)","Driving censuses","No",2006,NA
"1453",10003,11495,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Villecomte, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2006,NA
"1454",10004,11512,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Cessey-sur-Tille, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2006,NA
"1455",10005,11513,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","GIC Petit Gibier, Vallí©e de l'Ouche, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2006,NA
"1456",10006,11514,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Pleine de Genlis, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2006,NA
"1457",10007,11515,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Val de SaíÇne, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2006,NA
"1458",10008,11516,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Vingeanne, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2006,NA
"1459",10009,11517,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","SaíÇne-Nacey (area around Auxonne), CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2006,NA
"1460",10010,11518,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Tille-La Norges, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2006,NA
"1461",10011,11519,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Val de Seine, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2006,NA
"1462",13435,3485,"Peterson, R. O. (1996 - 1997). Ecological studies of wolves on Isle Royale. Houghton, Michigan, School of Forestry and Wood Products, Michigan Technical University, Michigan USA.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Isle Royale National Park, Michigan, USA","United States","North America",TRUE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","Number of foxes seen on carcasses/100 hours","Aircraft observations","No",2006,NA
"1463",13436,4842,"Kitchell, J. (2005). Annual Mammal Survey. W. D. o. N. Resources, Wisconsin Department of Natural Resources: 1-8.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Wisconsin, USA","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","number of individuals per volunteer respondent","sightings (live or road kill)","No",2006,NA
"1464",13437,3490,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Minnesota and Ontario Peatlands","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",2006,NA
"1465",13438,3491,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Minnesota Drift and Lake Plains","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",2006,NA
"1466",13439,3492,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Superior Uplands, Minnesota","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",2006,NA
"1467",13440,3494,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Southern Superior Uplands and Western Superior Uplands, Minnesota","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",2006,NA
"1468",14621,5090,"Allen, S. (1996). Coyotes on the move: Changes in distribution of coyotes and red fox in North Dakota. North Dakota Outdoors . Northern Prairie Wildlife Research Center Online. 58(7): 6-11.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Red River, North Dakota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","Number of animals seen per hour","Direct observations from aerial survey","No",2006,NA
"1469",14636,5088,"Allen, S. (1996). Coyotes on the move: Changes in distribution of coyotes and red fox in North Dakota. North Dakota Outdoors . Northern Prairie Wildlife Research Center Online. 58(7): 6-11.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Missouri slope, North Dakota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","Number of animals seen per hour","Direct observations from aerial survey","No",2006,NA
"1470",14652,5086,"Allen, S. (1996). Coyotes on the move: Changes in distribution of coyotes and red fox in North Dakota. North Dakota Outdoors . Northern Prairie Wildlife Research Center Online. 58(7): 6-11.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Drift Prairie, North Dakota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","Number of animals seen per hour","Direct observations from aerial survey","No",2006,NA
"1471",14687,3488,"Allen, S. (1996). Coyotes on the move: Changes in distribution of coyotes and red fox in North Dakota. North Dakota Outdoors . Northern Prairie Wildlife Research Center Online. 58(7): 6-11.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Missouri Coteau, North Dakota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","Number of animals seen per hour","Direct observations from aerial survey","No",2006,NA
"1472",15644,10418,"Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Aragí_n region, North-eastern Iberian Peninsula","Spain","Europe",FALSE,"Terrestrial","Mediterranean forests woodlands and scrub","Palearctic","Yes","No","No","Kilometric abundance index (KAI/100km","Vehicle transects","No",2006,9.93
"1473",15891,3484,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Driftless and Dissected Plateau, Minnesota","United States","North America",FALSE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",2006,NA
"1474",15892,3486,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Lake Agassiz, Aspen Parklands, Minnesota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",2006,NA
"1475",15893,3487,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Minnesota and Northeast Iowa Moraine","United States","North America",FALSE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",2006,NA
"1476",15894,3489,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","North Central Glaciated Plains, Minnesota","United States","North America",FALSE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",2006,NA
"1477",15895,3493,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Red River Valley, Minnesota","United States","North America",TRUE,"Terrestrial","Temperate grasslands savannas and shrublands","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",2006,NA
"1478",16173,11483,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift fí_r Sí_ugetierkunde 71(2): 74-89.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","'Clay' area, Gorodok, Vitebsk region","Belarus","Asia",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Red fox track trails per 1km per day","Snowtracking and trail counting of tracks on standard routes in early and late Winter","Yes",2006,NA
"1479",16174,11485,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift fí_r Sí_ugetierkunde 71(2): 74-89.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","'Sandy' area, Polotsk, Vitebsk region","Belarus","Asia",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Red fox track trails per 1km per day","Snowtracking and trail counting of tracks on standard routes in early and late Winter","Yes",2006,NA
"1480",16547,6128,"Soulsbury, C. D., G. Iossa, et al. (2007). The impact of sarcoptic mange Sarcoptes scabiei on the British fox Vulpes vulpes population. Mammal Review. doi: 10.1111/j.1365-2907.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","NW Bristol","United Kingdom","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Adult density/km-2","capture mark recapture readio tracking necroscopy","No",2006,NA
"1481",491,5894,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Mean no. of Tracks per 100m transect","Observation line (transect)","No",2007,NA
"1482",571,5896,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Mean no. of Tracks per 100m transect","Observation line (transect)","No",2007,NA
"1483",773,5895,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Mean no. of Tracks per 100m transect","Observation line (transect)","No",2007,NA
"1484",839,5893,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Mean no. of Tracks per 100m transect","Observation line (transect)","No",2007,NA
"1485",860,5897,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Mean no. of Tracks per 100m transect","Observation line (transect)","No",2007,NA
"1486",2424,5898,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Tracks per 100m transect per 24 recordings","Observation line (transect)","No",2007,NA
"1487",9306,10732,"Kurki, S., A. Nikula, et al. (1998). Abundances of red fox and pine marten in relation to the composition of boreal forest landscapes. Journal of Animal Ecology 67(6): 874-886.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Central Finland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track density (10kmŒ¿Œ_ 24h Œ¿Œ_ )","Finnish wildlife-triangle method - winter snow tracking census","No",2007,NA
"1488",9307,10733,"Kurki, S., A. Nikula, et al. (1998). Abundances of red fox and pine marten in relation to the composition of boreal forest landscapes. Journal of Animal Ecology 67(6): 874-886.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Southern Finland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track density (10kmŒ¿Œ_ 24h Œ¿Œ_ )","Finnish wildlife-triangle method - winter snow tracking census","No",2007,NA
"1489",9318,11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus 1758","Red fox","100km2 area in Southern Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",2007,NA
"1490",9319,11490,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",2007,NA
"1491",9320,11491,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Central Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",2007,NA
"1492",10002,11479,"Goszczyí±ski, J., M. Misiorowska, et al. (2008). Changes in the density and spatial distribution of red fox dens and cub numbers in central Poland following rabies vaccination. Acta Theriologica 53(2): 121äóñ127.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Rogí_w, Central Poland","Poland","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Mean density (number of  individuals per km2)","Driving censuses","No",2007,NA
"1493",10003,11495,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Villecomte, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",2007,0.1333
